"Titolo","Prov_Comune","Ben_Finale","Sog_Proponente","Importo","Impegni","Pagamenti","Programma","Articolazione_del_Programma"
"SC25 - Completamento del recupero del castello","Comune di Santa Severina(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","743.928,77","743.928,77","300.000,00","Programma Operativo FESR  2007/2013","Azioni per la tutela, la messa a sistema, la valorizzazione e la fruizione del patrimonio culturale della Calabria costituito dalle Aree e dai Parchi Archeologici, dai Castelli e dalle Fortificazioni Militari..."
"SPA24 - Museo di Capocolonna. Allestimenti della sezione multime","Comune di Crotone(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","600.000,00","600.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la tutela, la messa a sistema, la valorizzazione e la fruizione del patrimonio culturale della Calabria costituito dalle Aree e dai Parchi Archeologici, dai Castelli e dalle Fortificazioni Militari..."
"ITR  4 - Recupero e valorizzazione antiche chiese bizantine","Comune di Cerenzia(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","441.427,10","441.427,10","209.314,40","Programma Operativo FESR  2007/2013","Azioni per la tutela, la messa a sistema, la valorizzazione e la fruizione del patrimonio culturale della Calabria costituito dalle Aree e dai Parchi Archeologici, dai Castelli e dalle Fortificazioni Militari..."
"PIS O.Re.S.Te. - Recupero del Castello","Comune di Strongoli(KR)","COMUNE DI STRONGOLI","COMUNE DI STRONGOLI","1.000.000,00","1.000.000,00","448.771,74","Programma Operativo FESR  2007/2013","Azioni per la tutela, la messa a sistema, la valorizzazione e la fruizione del patrimonio culturale della Calabria costituito dalle Aree e dai Parchi Archeologici, dai Castelli e dalle Fortificazioni Militari..."
"RAAD03-01 - Risanamento ambientale aree demaniali nel Comune di ","Comune di Crucoli(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","200.000,00","200.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"RAAD03-02 - Risanamento ambientale aree demaniali nel Comune di ","Comune di Cutro(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","130.000,00","130.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"RAAD03-03 - Risanamento ambientale aree demaniali nel Comune di ","Comune di Santa Severina(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","2.500.000,00","2.500.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"RAAD03-04 - Risanamento ambientale aree demaniali nel Comune di ","Comune di Strongoli(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","270.000,00","270.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"RADS10 - Piano di Adeguamento discarica ai sensi del D.Lgs. 36/2","Comune di Rocca Di Neto(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","30.044,71","30.044,71","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"RADS11 - Piano di Adeguamento discarica ai sensi del D.Lgs. 36/2","Comune di Pallagorio(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","40.000,00","40.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per lﾒattuazione del Piano Regionale per la Bonifica delle Aree Inquinate."
"01 - Progetto pilota lungomare: sud-collegamento Tufolo (KR)","Comune di Crotone(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","2.000.000,00","2.000.000,00","253.234,68","Programma Operativo FESR  2007/2013","Azioni per la riqualificazione ambientale e la rigenerazione sociale ed economica dei Centri Storici e dei Quartieri Marginali e Degradati delle Citt� e delle Aree Urbane."
"02 - Progetto pilota lungomare: Portovecchio (KR)","Comune di Crotone(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","2.250.000,00","2.250.000,00","465.740,00","Programma Operativo FESR  2007/2013","Azioni per la riqualificazione ambientale e la rigenerazione sociale ed economica dei Centri Storici e dei Quartieri Marginali e Degradati delle Citt� e delle Aree Urbane."
"EC08 - Stabilizzazione di tratti di litorale soggetti ad erosion","Comune di Ciro' Marina(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","425.684,39","425.684,39","0,00","Programma Operativo FESR  2007/2013","Azioni per la messa in sicurezza di aree a rischio di erosione costiera e per il ripascimento e la  ricostituzione delle spiagge."
"EC10 - Ricostruzione della spiaggia della frazione Marina del co","Comune di Strongoli(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","500.000,00","500.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la messa in sicurezza di aree a rischio di erosione costiera e per il ripascimento e la  ricostituzione delle spiagge."
"A.P.Q Ciclo integrato acque Progetto B.01.b)","Comune di Isola Di Capo Rizzuto(KR)","SO.RI.CAL S.P.A.","Regione Calabria - Dipartimento 9 - Lavori pubblici ","4.463.708,31","4.463.708,31","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento e il riefficientamento dei sistemi di offerta di sovrambito a scopi multipli compresi i grandi schemi e gli acquedotti di adduzione alle reti."
"Lavori di collettamento del depuratore di Melissa sul depura...","Comune di Melissa(KR)","COMUNE DI MELISSA","COMUNE DI MELISSA","1.250.683,74","1.250.683,74","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento, il riefficientamento e lﾴottimizzazione delle infrastrutture idriche degli ATO del Servizio Idrico Integrato (reti di distribuzione idrica, reti fognarie, depuratori)."
"ACC.KR336 - Realizzazione dell impianto di depurazione e del sis","Comune di Santa Severina(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","957.056,84","957.056,84","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento, il riefficientamento e lﾴottimizzazione delle infrastrutture idriche degli ATO del Servizio Idrico Integrato (reti di distribuzione idrica, reti fognarie, depuratori)."
"ACC.KR337 - Realizzazione di una piattaforma consortile di depur","Comune di Rocca Di Neto(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","739.802,36","739.802,36","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento, il riefficientamento e lﾴottimizzazione delle infrastrutture idriche degli ATO del Servizio Idrico Integrato (reti di distribuzione idrica, reti fognarie, depuratori)."
"ACC.KR338 - ""Rinaturalizzazione attraverso collettamento delle a","Comune di Isola Di Capo Rizzuto(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","3.200.000,00","3.200.000,00","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento, il riefficientamento e lﾴottimizzazione delle infrastrutture idriche degli ATO del Servizio Idrico Integrato (reti di distribuzione idrica, reti fognarie, depuratori)."
"ACC.KR339 - Collettamento  fognario litorale ionico crucolese","Comune di Crucoli(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","674.140,80","674.140,80","0,00","Programma Operativo FESR  2007/2013","Azioni per il completamento, lﾴadeguamento, il riefficientamento e lﾴottimizzazione delle infrastrutture idriche degli ATO del Servizio Idrico Integrato (reti di distribuzione idrica, reti fognarie, depuratori)."
"REG-SKR02a - SS 109 - SS 106 - Realizzazione della strada provin","Comune di Cutro(KR)","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","Regione Dipartimento 3: Progr. Nazionale e Comunitaria","6.300.000,00","6.300.000,00","0,00","Programma Operativo FESR  2007/2013","Reti e Servizi di Trasporto per l�Accessibilit� alle Aree Interne e Periferiche."
"Progetto di risparmio energetico di contenimento dell'inquin...","Comune di Anoia(RC)","COMUNE DI ANOIA","COMUNE DI ANOIA","89.494,19","166.167,72","31.926,44","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Adeguamento delle capacit� di prestazione degli impianti di ...","Comune di Antonimina(RC)","COMUNE DI ANTONIMINA","Comune di Antonimina (C.F.)","101.000,00","87.435,52","87.435,52","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dell�energia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di adeguamento della rete di pubblica illuminazio...","Comune di Bagaladi(RC)","COMUNE DI BAGALADI","COMUNE DI BAGALADI","59.052,63","0,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di adeguamento dell'impianto di pubblica illumina...","Comune di Bagnara Calabra(RC)","COMUNE DI BAGNARA CALABRA","COMUNE DI BAGNARA CALABRA","173.684,21","165.662,04","165.662,04","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di risparmio energetico negli impianti di pubblic...","Comune di Benestare(RC)","COMUNE DI BENESTARE","COMUNE DI BENESTARE","77.578,95","24.299,99","24.299,99","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Bando per la promozione di iniziative nel campo del risparmi...","Comune di Bianco(RC)","COMUNE DI BIANCO","COMUNE DI BIANCO","92.631,58","21.492,86","21.492,86","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Adeguamento energetico e riduzione dell'inquinamento luminos...","Comune di Bovalino(RC)","COMUNE DI BOVALINO","COMUNE DI BOVALINO","96.591,58","90.860,37","90.860,37","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto per il risparmio energetico , ammodernamento del si...","Comune di Brancaleone(RC)","COMUNE DI BRANCALEONE","COMUNE DI BRANCALEONE","92.631,58","86.761,96","86.761,96","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di adeguamento dell'impianto di pubblica illumina...","Comune di Calanna(RC)","COMUNE DI CALANNA","COMUNE DI CALANNA","92.631,58","90.518,71","90.518,71","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Adeguamento ed ottimizzazione dell'impianto di pubblica illu...","Comune di Camini(RC)","COMUNE DI CAMINI","COMUNE DI CAMINI","80.185,26","73.871,14","73.871,14","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Intervento di riqualificazione energetica e illuminotecnica ...","Comune di Campo Calabro(RC)","COMUNE DI CAMPO CALABRO","COMUNE DI CAMPO CALABRO","101.052,63","54.310,21","54.310,21","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Impianto di pubblica illuminazione:adeguamento normativo e r...","Comune di Canolo(RC)","COMUNE DI CANOLO","COMUNE DI CANOLO","44.000,00","43.795,18","43.795,18","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Ammodernamento del sistema di pubblica illuminazione con cor...","Comune di Caulonia(RC)","COMUNE DI CAULONIA","Comune di Caulonia","115.789,47","103.683,12","103.683,12","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Ammodernamento del sistema di Pubblica Illuminazione","Comune di Cimina'(RC)","COMUNE DI CIMINA'","Comune di Cimin� ","38.111,39","32.525,05","32.525,05","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dell�energia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto per il miglioramento dell'illuminazione pubblica at...","Comune di Cinquefrondi(RC)","Comune di Cinquefrondi","Comune di Cinquefrondi","115.789,47","0,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Adeguamento normativo dell'impianto di pubblica illuminazione","Comune di Delianuova(RC)","COMUNE DI DELIANUOVA","COMUNE DI DELIANUOVA","92.631,58","89.787,00","89.787,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto di risparmio energetico di contenimento dell'inquin...","Comune di Feroleto Della Chies(RC)","COMUNE DI FEROLETO DELLA CHIESA","Amministrazione comunale di Feroleto della Chiesa","83.118,50","62.338,87","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto di adeguamento,ammodernamento e risparmio energetic...","Comune di Ferruzzano(RC)","COMUNE DI FERRUZZANO","COMUNE DI FERRUZZANO","92.631,58","22.290,82","22.290,82","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Ammodernamento dell'impianto di illuminazione pubblica","Comune di Fiumara(RC)","COMUNE DI FIUMARA","COMUNE DI FIUMARA","97.705,26","106.212,35","106.212,35","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Miglioramento illuminotecnico e risparmio energetico ed econ...","Comune di Galatro(RC)","COMUNE DI GALATRO","COMUNE DI GALATRO","101.052,63","95.586,58","95.586,58","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto risparmio energetico di contenimento dell'inquiname...","Comune di Giffone(RC)","COMUNE DI GIFFONE","COMUNE DI GIFFONE","46.514,94","21.648,24","21.648,24","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Progetto dei lavori sugli impianti di pubblica illuminazione...","Comune di Gioia Tauro(RC)","COMUNE DI GIOIA TAURO","COMUNE DI GIOIA TAURO","168.000,00","12.860,00","12.860,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Bando per la promozione di iniziative nel campo del risparmi...","Comune di Grotteria(RC)","COMUNE DI GROTTERIA","COMUNE DI GROTTERIA","46.226,97","23.943,94","23.943,94","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di adeguamento dell'impianto di pubblica illumina...","Comune di Laganadi(RC)","COMUNE DI LAGANADI","Comune di LAGANADI (C.F.)","69.705,26","52.278,95","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Bando per la promozione di iniziative nel campo del risparmi...","Comune di Laureana Di Borrello(RC)","COMUNE DI LAUREANA DI BORRELLO","Comune di Laureana di Borrello (C.F.)","126.315,79","20.964,52","20.964,52","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Interventi di adeguamento impianti di illuminazione esistenti","Comune di Locri(RC)","COMUNE DI LOCRI","Comune di Locri (C.F.)","148.500,00","40.000,00","40.000,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Bando per la promozione di iniziative nel campo del risparmi...","Comune di Mammola(RC)","COMUNE DI MAMMOLA","COMUNE DI MAMMOLA","101.000,00","0,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dellﾴenergia per la diminuzione dei consumi negli usi finali civili e industriali."
"Adeguamento normativo dell'impianto di pubblica illuminazione","Comune di Melicucca'(RC)","COMUNE DI MELICUCCA'","Comune di Melicucc� (C.F.)","92.631,58","0,00","0,00","Programma Operativo FESR  2007/2013","Azioni per la definizione, sperimentazione e diffusione di modelli di utilizzazione razionale dell�energia per la diminuzione dei consumi negli usi finali civili e industriali."
